web-scraper-order,web-scraper-start-url,profile,profile-href,brand,model,price,stars,t2size,t2width,arch,weight,comfort,style,comment
1588907163-7455,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/hoka-one-one-gaviota-2-frost-gray-seaport/product/9140338/color/782399,Hoka One One,Gaviota 2,$149.95 ,4Rated 4 stars out of 5,78%,83%,77%,Heel Height: 1 1?2 in,,,"Been an ASICs fan for quite awhile, but after reading the reviews on the Hoka's decided to give them a try. You can definately feel the support in them. In fact, when I first put them on it felt like I was walking on pillows...felt a little wobbly. After wearing them awhile however, they seemed to have conformed to my feet and the support has firmed up. All in all, definately like them, and will be buying them again. I wear a 9.5 or 10 in a dress shoe, but wear an 11 in athletic shoes."
1588907248-7846,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-fuelcell-echo-black-magnet/product/9279498/color/363604,New Balance,Fuelcell Echo,$99.99 ,4Rated 4 stars out of 5,80%,89%,89%,Weight: 12 oz,,5Rated 5 stars out of 5,
1588907412-8674,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/new-balance-840v4-silver-mink-team-blue/product/8950821/color/713374,New Balance,840v4,$124.95 ,4Rated 4 stars out of 5,90%,88%,77%,Weight: 15 oz,,5Rated 5 stars out of 5,
1588906207-4002,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/new-balance-1400v6-black-neon-emerald/product/9038234/color/788619,New Balance,1400v6,$74.96 ,4Rated 4 stars out of 5,82%,90%,90%,Weight: 8 oz,,5Rated 5 stars out of 5,
1588906648-5617,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/altra-footwear-viho-gray-white/product/9330820/color/395,Altra Footwear,Viho,$99.95 ,4Rated 4 stars out of 5,100%,67%,83%,Weight: 10 oz,,,Love these shoes will get a second pair and will try the avants next
1588906267-4329,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/nike-flex-contact-3-black-black-anthracite/product/9191882/color/138848,Nike,Flex Contact 3,$56.25 ,4Rated 4 stars out of 5,90%,86%,72%,Weight: 8 oz,,5Rated 5 stars out of 5,
1588907561-9491,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/brooks-revel-3-black-ebony-gold/product/9223537/color/830152,Brooks,Revel 3,$79.95 ,5Rated 5 stars out of 5,88%,86%,71%,Weight: 9 oz,5Rated 5 stars out of 5,,
1588907523-9271,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-air-zoom-pegasus-36-gunsmoke-oil-grey-white-gum-light-brown/product/9191853/color/801638,Nike,Air Zoom Pegasus 36,$90.00 ,4Rated 4 stars out of 5,85%,85%,83%,Weight: 10 oz,,,Comfy!
1588906198-3959,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/adidas-running-alphabounce-rc-2-core-black-solar-red-core-black/product/9157628/color/841215,adidas Running,Alphabounce RC 2,$60.68 ,5Rated 5 stars out of 5,67%,100%,83%,Weight: 13 oz,,,Looks great.  Runs big.
1588906393-4903,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/adidas-running-ultraboost-20-crystal-white-glory-blue-solar-red/product/9315046/color/889240,adidas Running,Ultraboost 20,$179.95 ,4Rated 4 stars out of 5,81%,100%,59%,Weight: 11.8 oz,5Rated 5 stars out of 5,,
1588907747-10474,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/asics-gel-nimbus-22-orange-pop-black/product/9315741/color/559792,ASICS,GEL-Nimbus® 22,$149.95 ,4Rated 4 stars out of 5,90%,85%,85%,Heel Height: 2 in,,,"Love these shoes!

I have feet issues involving plantar fasciitis and arthritis. The arch and heel support are excellent and the wide toe box is perfect for my poor arthritis feet. I was drawn the retro style of the white with blue and red stripes, which reminded me of Tigers I wore in college. These are my new favorite shoes."
1588906903-6523,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/under-armour-charged-escape-3-mod-gray-mod-gray-mod-gray/product/9224795/color/784803,Under Armour,Charged Escape 3,$90.00 ,5Rated 5 stars out of 5,80%,100%,100%,Weight: 10.4 oz,5Rated 5 stars out of 5,,
1588907488-9048,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-quest-2-black-white/product/9222154/color/151,Nike,Quest 2,$75.00 ,5Rated 5 stars out of 5,88%,100%,94%,Weight: 8.1 oz,,5Rated 5 stars out of 5,
1588906045-3360,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=9,,https://www.zappos.com/p/saucony-stretch-go-ease-black-charcoal/product/9060140/color/133,Saucony,Stretch & Go Ease,$69.95 ,3Rated 3 stars out of 5,100%,100%,50%,Weight: 9 oz,,,"This shoe is nice looking, but it felt more like a lifestyle shoe than a running shoe. It just didn't look like it would hold up to much use. It also didn't have much arch support."
1588907275-7990,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-fresh-foam-more-henna-energy-red-navajo/product/9191213/color/832821,New Balance,Fresh Foam More,$120.39 ,4Rated 4 stars out of 5,78%,83%,78%,Weight: 12 oz,,,"These shoes feel snug on my feet (12.5, 4E), and due to the low heel-to-toe differential they do not put any pressure on my lower back. I love how comfortable these are. I am picky about shoes because I am prone to  overpronation as I walk, I weigh 6t tall and >250lb, and I have a bad lower back. I tried 6 pairs of shoes at Zappos. Some were tight on the toe, others were loose on the heel, etc. This pair of New Balance Fresh Foam More is perfect."
1588906936-6593,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/under-armour-charged-bandit-5-versa-blue-orange-spark-water/product/9224792/color/840467,Under Armour,Charged Bandit 5,$80.00 ,4Rated 4 stars out of 5,100%,100%,50%,Weight: 11 oz,5Rated 5 stars out of 5,,
1588906957-6647,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/under-armour-charged-escape-3-pitch-gray-versa-red-pitch-gray/product/9224795/color/840485,Under Armour,Charged Escape 3,$90.00 ,5Rated 5 stars out of 5,80%,100%,100%,Weight: 10.4 oz,,,Very comfortable and sporty.
1588907173-7503,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/hoka-one-one-gaviota-2-lead-anthracite/product/9140338/color/176370,Hoka One One,Gaviota 2,$149.95 ,4Rated 4 stars out of 5,78%,83%,77%,Heel Height: 1 1?2 in,5Rated 5 stars out of 5,,
1588907215-7653,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,New,https://www.zappos.com/p/nike-react-infinity-run-fk-true-white-photo-blue-white/product/9440675/color/888550,Nike,React Infinity Run FK,$160.00 ,5Rated 5 stars out of 5,null,null,null,Weight: 10.27 oz,3Rated 3 stars out of 5,,
1588907144-7426,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/mizuno-wave-horizon-4-pelican-steel-grey/product/9309684/color/837999,Mizuno,Wave Horizon 4,$160.00 ,5Rated 5 stars out of 5,null,null,null,Weight: 10 oz,,,
1588906926-6559,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/saucony-versafoam-cohesion-13-black-black/product/9338943/color/183092,Saucony,Versafoam Cohesion 13,$65.00 ,4Rated 4 stars out of 5,100%,100%,100%,Weight: 12 oz,5Rated 5 stars out of 5,,
1588906706-5853,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/on-cloudace-navy-malibu/product/9054679/color/811580,On,Cloudace,$199.99 ,4Rated 4 stars out of 5,83%,100%,67%,Weight: 13 oz,5Rated 5 stars out of 5,,
1588906399-4949,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/brooks-ghost-12-cookies-cream-brown/product/9223532/color/822657,Brooks,Ghost 12,$129.95 ,4Rated 4 stars out of 5,86%,85%,81%,Weight: 10 oz,,3Rated 3 stars out of 5,
1588906329-4598,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/adidas-running-response-trail-core-black-team-royal-blue-grey-six/product/9221122/color/840129,adidas Running,Response Trail,$59.97 ,3Rated 3 stars out of 5,86%,100%,100%,Weight: 12 oz,,,Looked cheap. The pad in front tip looked like it was peeling off. Could see the glue used to hold it in place. Fitted tight on the sides even though I ordered a wide. Returning it.
1588906302-4496,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/adidas-running-questar-climacool-footwear-white-footwear-white-core-black/product/9187683/color/634405,adidas Running,Questar Climacool,$80.00 ,3Rated 3 stars out of 5,100%,100%,100%,Weight: 13 oz,,,Great all around running shoe for reasonable price.  I chose these b/c of the Climacool design which I've enjoyed before...keep my feet dry and cooler on hot Texas summer runs.
1588906986-6739,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/under-armour-ua-surge-se-black-white-white/product/9141930/color/31878,Under Armour,UA Surge SE,$48.75 ,5Rated 5 stars out of 5,100%,93%,60%,Weight: 10.9 oz,5Rated 5 stars out of 5,,
1588907019-6860,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/on-cloudrush-black-white/product/8886218/color/151,On,Cloudrush,$129.99 ,4Rated 4 stars out of 5,67%,100%,100%,Weight: 9 oz,,,"I love these shoes, I’m a huge On Running fan as wearing On running shoes fixed my arch and ankle pain I was getting from other brands, the shoe doesn’t need a lot of padding because the shoe is engineered for running. This model is light weight and has a very breathable fabric. I ordered a men’s size 2 sizes less than my woman’s size and they fit perfectly. Excellent for a neutral runner!"
1588907148-7433,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/newton-running-motion-9-brick-orange/product/9374353/color/861802,Newton Running,Motion 9,$175.00 ,null,null,null,null,Weight: 8 oz,,,
1588907443-8833,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-renew-ride-midnight-navy-white-black/product/9312399/color/385108,Nike,Renew Ride,$61.03 ,4Rated 4 stars out of 5,100%,75%,100%,Weight: 8.4 oz,,5Rated 5 stars out of 5,
1588907851-11085,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/new-balance-940v4-magnet-marine-blue/product/9326436/color/844609,New Balance,940v4,$129.99 ,4Rated 4 stars out of 5,88%,82%,76%,Weight: 14 oz,5Rated 5 stars out of 5,,
1588907833-10974,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/new-balance-rubix-black-steel/product/9123884/color/12785,New Balance,Rubix,$98.96 ,4Rated 4 stars out of 5,100%,80%,80%,Weight: 12 oz,,,"Great color, seem good quality made. Typical of New Balance shoes, which my husband prefers for running. True to size / width. So far appear to withstand running long distances like typical New Balance shoes. Comfort great."
1588906961-6660,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/mizuno-wave-prophecy-8-quarry-graphite/product/9150763/color/788031,Mizuno,Wave Prophecy 8,$199.95 ,4Rated 4 stars out of 5,100%,100%,83%,Weight: 14 oz,,5Rated 5 stars out of 5,
1588906994-6763,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/under-armour-charged-pursuit-2-versa-blue-white-white/product/9315950/color/840525,Under Armour,Charged Pursuit 2,$70.00 ,5Rated 5 stars out of 5,100%,100%,50%,Heel Height: 1 2?5 in,5Rated 5 stars out of 5,,
1588906878-6466,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/under-armour-hovr-sonic-3-mod-gray-black-beta/product/9315610/color/840496,Under Armour,HOVR Sonic 3,$110.00 ,5Rated 5 stars out of 5,100%,100%,100%,Heel Height: 1 in,5Rated 5 stars out of 5,,
1588906449-5213,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/mbt-speed-mix-grey-blue-grey/product/9326592/color/62630,MBT,Speed Mix,$129.95 ,4Rated 4 stars out of 5,100%,100%,33%,Weight: 10 oz,5Rated 5 stars out of 5,,
1588906422-5094,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/brooks-adrenaline-gts-20-poseidon-flint-stone-red/product/9221992/color/857590,Brooks,Adrenaline GTS 20,$129.95 ,4Rated 4 stars out of 5,84%,90%,66%,Weight: 10 oz,,3Rated 3 stars out of 5,
1588907040-6942,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/saucony-echelon-7-navy-blue/product/9161103/color/3395,Saucony,Echelon 7,$129.95 ,4Rated 4 stars out of 5,90%,80%,67%,Weight: 13 oz,,4Rated 4 stars out of 5,
1588907005-6798,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/under-armour-ua-charged-rogue-royal-white-reflective/product/9141928/color/623606,Under Armour,UA Charged Rogue,$60.00 ,4Rated 4 stars out of 5,79%,81%,81%,Weight: 12 oz,5Rated 5 stars out of 5,,
1588907042-6959,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/hoka-one-one-bondi-6-rio-red-obsidian/product/9052010/color/813654,Hoka One One,Bondi 6,$149.95 ,4Rated 4 stars out of 5,82%,85%,72%,Weight: 13 oz,,,"Hands down - Best shoes I have ever worn! My orthpaedic surgeon recommended these as I broke my heel this summer and Wow ! I am walking on air ! My back feels better already too .... I am so so pleased and super happy. They are worth every penny. I urge all to give them a try, you will have toe tapping happy feet!"
1588907252-7873,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-fuelcell-echo-neo-flam-black/product/9279498/color/849243,New Balance,Fuelcell Echo,$99.99 ,4Rated 4 stars out of 5,80%,89%,89%,Weight: 12 oz,,5Rated 5 stars out of 5,
1588906230-4130,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/nike-flex-2020-rn-dark-obsidian-laser-crimson-white/product/9355871/color/855997,Nike,Flex 2020 RN,$80.00 ,2Rated 2 stars out of 5,100%,100%,100%,Weight: 7.3 oz,5Rated 5 stars out of 5,,
1588907217-7665,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/nike-flyease-revolution-5-gym-red-white-black/product/9266728/color/349837,Nike,Flyease Revolution 5,$55.97 ,5Rated 5 stars out of 5,85%,92%,91%,Weight: 12 oz,,,Great design. Love that Nike has an option to work with adaptive clothing and now shoe! Way to go Nike
1588907750-10486,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/asics-gel-cumulus-21-olive-canvas-black/product/9215264/color/750685,ASICS,GEL-Cumulus® 21,$99.95 ,4Rated 4 stars out of 5,90%,97%,84%,Weight: 11 oz,,,On my third pair of these running shoes. I run 10-15 miles per week. Outstanding shoes! I appreciate that they make them in smaller men's sizes. Brooks won't.
1588907217-7662,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/nike-flyease-revolution-5-gym-red-white-black/product/9266728/color/349837,Nike,Flyease Revolution 5,$55.97 ,5Rated 5 stars out of 5,85%,92%,91%,Weight: 12 oz,,,I purchased these shoes for my son with special needs. I love that he can easily get his own shoes on and off and that he can wear something stylish from a name brand. Hope Nike continues to make these!
1588907223-7698,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/nike-renew-run-black-black-black/product/9307245/color/24150,Nike,Renew Run,$90.00 ,5Rated 5 stars out of 5,73%,77%,82%,Weight: 12.2 oz,,,The Nike Renew Run is a great mid-priced trainer.  I expect to get reasonably high mileage in the shoe given other similar products.  the Renew Run fits exactly as all Nike training shoes fit...order 1/2 size larger than your street shoe and you will be fine.  Great value in my opinion.
1588906263-4300,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/nike-free-rn-5-0-black-white-university-blue/product/9191878/color/195428,Nike,Free RN 5.0,$75.00 ,4Rated 4 stars out of 5,54%,90%,81%,Weight: 9 oz,3Rated 3 stars out of 5,,
1588907372-8434,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/new-balance-fresh-foam-arishi-v2-lead-royal/product/9152110/color/530898,New Balance,Fresh Foam Arishi v2,$41.97 ,4Rated 4 stars out of 5,83%,86%,79%,Weight: 9 oz,,5Rated 5 stars out of 5,
1588906831-6352,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/under-armour-ua-hovr-sonic-2-royal-royal-white/product/9141922/color/130907,Under Armour,UA Hovr Sonic 2,$81.25 ,4Rated 4 stars out of 5,81%,94%,67%,Weight: 13 oz,5Rated 5 stars out of 5,,
1588906293-4446,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/adidas-running-nova-run-footwear-white-shock-yellow-glory-green/product/9221117/color/840126,adidas Running,Nova Run,$84.38 ,5Rated 5 stars out of 5,100%,100%,100%,Weight: 13 oz,,,"I don't write that many reviews, but this shoe made me do it! LOL!

This is a really nice and comfortable shoe :-)  thank you, Zappos and Adidas!"
